PlayerLink,Team,League,Year,Split,Games
yuyanjia,Rare Atom,Tencent LoL Pro League,2022,Spring,4
yuyanjia,Top Esports,Tencent LoL Pro League,2020,Spring,8
Yuyanjia,Top Esports,Tencent LoL Pro League,2020,Summer,8
Zdz,FunPlus Phoenix,Tencent LoL Pro League,2024,Summer,9
Zdz,Weibo Gaming,Tencent LoL Pro League,2024,Spring,13
Zeka (Kim Geon-woo),Bilibili Gaming,Tencent LoL Pro League,2021,Summer,3
Zeka (Kim Geon-woo),DRX,LoL Champions Korea,2022,Spring,5
Zeka (Kim Geon-woo),DRX,LoL Champions Korea,2022,Summer,4
ZEKA (Kim Geon-woo),Hanwha Life Esports,LoL Champions Korea,2023,Spring,12
Zeka (Kim Geon-woo),Hanwha Life Esports,LoL Champions Korea,2023,Summer,9
Zeka (Kim Geon-woo),Hanwha Life Esports,LoL Champions Korea,2024,Spring,14
Zeka (Kim Geon-woo),Hanwha Life Esports,LoL Champions Korea,2024,Summer,16
Zero (Yoon Kyung-sup),Team WE,Tencent LoL Pro League,2016,Spring,12
Zero (Yoon Kyung-sup),Team WE,Tencent LoL Pro League,2016,Summer,13
Zet,EDward Gaming,Tencent LoL Pro League,2017,Spring,12
Zeus,T1,LoL Champions Korea,2022,Spring,7
Zeus,T1,LoL Champions Korea,2022,Summer,8
Zeus,T1,LoL Champions Korea,2023,Spring,13
Zeus,T1,LoL Champions Korea,2023,Summer,22
Zeus,T1,LoL Champions Korea,2024,Spring,15
Zeus,T1,LoL Champions Korea,2024,Summer,15
Zhuo,Ninjas in Pyjamas.CN,Tencent LoL Pro League,2023,Summer,8
Zhuo,Ninjas in Pyjamas.CN,Tencent LoL Pro League,2024,Spring,18
Zhuo,Ninjas in Pyjamas.CN,Tencent LoL Pro League,2024,Summer,16
Zhuo,Top Esports,Tencent LoL Pro League,2021,Spring,12
Zhuo,Top Esports,Tencent LoL Pro League,2021,Summer,4
Zika,LNG Esports,Tencent LoL Pro League,2023,Spring,4
Zika,LNG Esports,Tencent LoL Pro League,2023,Summer,23
Zika,LNG Esports,Tencent LoL Pro League,2024,Spring,5
Zika,LNG Esports,Tencent LoL Pro League,2024,Summer,8
Zoom,JD Gaming,Tencent LoL Pro League,2018,Spring,2
Zoom,JD Gaming,Tencent LoL Pro League,2018,Summer,15
Zoom,JD Gaming,Tencent LoL Pro League,2019,Spring,17
Zoom,JD Gaming,Tencent LoL Pro League,2020,Spring,8
Zoom,JD Gaming,Tencent LoL Pro League,2020,Summer,9
Zoom,JD Gaming,Tencent LoL Pro League,2021,Spring,4
Zz1tai,Invictus Gaming,Tencent LoL Pro League,2016,Spring,2
Zz1tai,Invictus Gaming,Tencent LoL Pro League,2016,Summer,2
Zz1tai,Royal Never Give Up,Tencent LoL Pro League,2018,Spring,5
Zz1tai,Royal Never Give Up,Tencent LoL Pro League,2018,Summer,1
Zz1tai,Royal Never Give Up,Tencent LoL Pro League,2019,Spring,5
Zz1tai,Snake Esports,Tencent LoL Pro League,2017,Summer,1
Zzitai,Invictus Gaming,Tencent LoL Pro League,2015,Spring,11
Zzitai,Invictus Gaming,Tencent LoL Pro League,2015,Summer,14
Zzr,Snake Esports,Tencent LoL Pro League,2016,Spring,5
